Year,Category,Energy Carrier,TJ
1993,Energy conversion - refineries,electricity,
1993,Energy conversion - refineries,Petroleum,202240.0
1993,Energy conversion - refineries,District heating,
1993,Energy conversion - refineries,gas,
1993,Energy conversion - refineries,Wood energy,
1993,Energy conversion - refineries,Core fuel,
1993,Energy conversion - refineries,Money,
1993,Energy conversion - refineries,Garbage and industrial waste,
1993,Energy conversion - refineries,crude oil,-203880.0
1993,Energy conversion - refineries,Extendation of renewable energies,
1993,Energy conversion - refineries,Hydropower,
1993,Energy conversion - hydropower plants,electricity,130510.0
1993,Energy conversion - hydropower plants,Petroleum,
1993,Energy conversion - hydropower plants,District heating,
1993,Energy conversion - hydropower plants,gas,
1993,Energy conversion - hydropower plants,Wood energy,
1993,Energy conversion - hydropower plants,Core fuel,
1993,Energy conversion - hydropower plants,Money,
1993,Energy conversion - hydropower plants,Garbage and industrial waste,
1993,Energy conversion - hydropower plants,crude oil,
1993,Energy conversion - hydropower plants,Extendation of renewable energies,
1993,Energy conversion - hydropower plants,Hydropower,-130510.0
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,3290.0
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-3390.0
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,11340.0
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-4640.0
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,0.0
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,-60.0
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-17370.0
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
1993,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
1993,export,electricity,-111790.0
1993,export,Petroleum,-25830.0
1993,export,District heating,
1993,export,gas,
1993,export,Wood energy,-200.0
1993,export,Core fuel,
1993,export,Money,0.0
1993,export,Garbage and industrial waste,
1993,export,crude oil,
1993,export,Extendation of renewable energies,
1993,export,Hydropower,
1993,import,electricity,85870.0
1993,import,Petroleum,318310.0
1993,import,District heating,
1993,import,gas,84480.0
1993,import,Wood energy,400.0
1993,import,Core fuel,240320.0
1993,import,Money,4350.0
1993,import,Garbage and industrial waste,
1993,import,crude oil,203020.0
1993,import,Extendation of renewable energies,
1993,import,Hydropower,
1993,Domestic production,electricity,
1993,Domestic production,Petroleum,
1993,Domestic production,District heating,
1993,Domestic production,gas,80.0
1993,Domestic production,Wood energy,30550.0
1993,Domestic production,Core fuel,
1993,Domestic production,Money,0.0
1993,Domestic production,Garbage and industrial waste,29330.0
1993,Domestic production,crude oil,0.0
1993,Domestic production,Extendation of renewable energies,5620.0
1993,Domestic production,Hydropower,130510.0
1993,Warehouse change,electricity,
1993,Warehouse change,Petroleum,37080.0
1993,Warehouse change,District heating,
1993,Warehouse change,gas,
1993,Warehouse change,Wood energy,
1993,Warehouse change,Core fuel,
1993,Warehouse change,Money,2990.0
1993,Warehouse change,Garbage and industrial waste,
1993,Warehouse change,crude oil,860.0
1993,Warehouse change,Extendation of renewable energies,
1993,Warehouse change,Hydropower,
1993,Non -energy consumption,electricity,
1993,Non -energy consumption,Petroleum,-19890.0
1993,Non -energy consumption,District heating,
1993,Non -energy consumption,gas,
1993,Non -energy consumption,Wood energy,
1993,Non -energy consumption,Core fuel,
1993,Non -energy consumption,Money,
1993,Non -energy consumption,Garbage and industrial waste,
1993,Non -energy consumption,crude oil,
1993,Non -energy consumption,Extendation of renewable energies,
1993,Non -energy consumption,Hydropower,
1994,Gross consumption,electricity,-42640.0
1994,Gross consumption,Petroleum,314150.0
1994,Gross consumption,District heating,
1994,Gross consumption,gas,83410.0
1994,Gross consumption,Wood energy,28710.0
1994,Gross consumption,Core fuel,250730.0
1994,Gross consumption,Money,7430.0
1994,Gross consumption,Garbage and industrial waste,29530.0
1994,Gross consumption,crude oil,208120.0
1994,Gross consumption,Extendation of renewable energies,5730.0
1994,Gross consumption,Hydropower,142400.0
1994,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-17710.0
1994,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-10710.0
1994,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1160.0
1994,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-190.0
1994,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
1994,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
1994,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
1994,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
1994,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
1994,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
1994,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
1994,End consumption - services,electricity,48490.0
1994,End consumption - services,Petroleum,56650.0
1994,End consumption - services,District heating,4070.0
1994,End consumption - services,gas,17620.0
1994,End consumption - services,Wood energy,3320.0
1994,End consumption - services,Core fuel,
1994,End consumption - services,Money,20.0
1994,End consumption - services,Garbage and industrial waste,0.0
1994,End consumption - services,crude oil,
1994,End consumption - services,Extendation of renewable energies,1600.0
1994,End consumption - services,Hydropower,
1994,End consumption - households,electricity,51090.0
1994,End consumption - households,Petroleum,125680.0
1994,End consumption - households,District heating,4510.0
1994,End consumption - households,gas,30060.0
1994,End consumption - households,Wood energy,19520.0
1994,End consumption - households,Core fuel,
1994,End consumption - households,Money,480.0
1994,End consumption - households,Garbage and industrial waste,0.0
1994,End consumption - households,crude oil,
1994,End consumption - households,Extendation of renewable energies,2820.0
1994,End consumption - households,Hydropower,
1994,End consumption - industry,electricity,57230.0
1994,End consumption - industry,Petroleum,43090.0
1994,End consumption - industry,District heating,2700.0
1994,End consumption - industry,gas,26820.0
1994,End consumption - industry,Wood energy,5370.0
1994,End consumption - industry,Core fuel,
1994,End consumption - industry,Money,6850.0
1994,End consumption - industry,Garbage and industrial waste,10110.0
1994,End consumption - industry,crude oil,
1994,End consumption - industry,Extendation of renewable energies,330.0
1994,End consumption - industry,Hydropower,
1994,End consumption - statistical difference including agriculture,electricity,3240.0
1994,End consumption - statistical difference including agriculture,Petroleum,3060.0
1994,End consumption - statistical difference including agriculture,District heating,0.0
1994,End consumption - statistical difference including agriculture,gas,3780.0
1994,End consumption - statistical difference including agriculture,Wood energy,440.0
1994,End consumption - statistical difference including agriculture,Core fuel,
1994,End consumption - statistical difference including agriculture,Money,0.0
1994,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
